label,text
speech,Брат. С Днем САиВМФ или как сейчас Днем защитника отечества!!!
negative,"Foals шагнули в итоге туда же, куда и Bloc Party - в сторону гитарной жести, окриков, выкриков и смутной истерии. За что, похоже, половиной их слушателей были осмеяны. Понятно, за что. А зря."
neutral,"Иногда, лучше молчать и казаться идиотом, чем открыть рот — и доказать это."
skip,"Пьяный муж шёл домой и возле дома напоролся на сук - поранился, разозлился и думает:  - Ну блять падла сейчас зайду домой, возьму пилу и отпилю гада...  Заходит злой и орёт:  - Женаааа! Где пила?!  Жена выходит:  - Нигде я не пила! Сам блин нажрался!  - Да ну чё ты гонишь! Я спрашиваю- где пила!!?  - Ну у соседа пила! и ЧЁ?!  - Как у соседа!? А зачем ты ему дала?  - Не давала я ему!!!  - Ну как ты ему не давала, если ПИЛА у него?!  - Ну дала!!! Откуда ж я знала, что он такой пиздабол"
neutral,"в больницу,покровка"
positive,ахахахахахха)))
speech,С Днем Рождения! Желаю счастя! Вот и все! А будет счастье! Будет все!
neutral,Как вам моя работа? 
speech,"Славик!от всей души поздравляю тебя с днём рождения:*Желаю много-много радости,счастья,наикрепчайшего здоровья,наилучшей девушки-Анюты.Желаю вам наикрасивейшей любви,чтобы было много-много детишек,я буду проходить и нянчить их)))
В общем,вы классные,желаю вам счастья!!!"
neutral,Давидыч и Тевзадзе - Грузия. Обрывки памяти 7 by zaRRubin
skip,#робота #практика #European
positive,"В день рождения Христа
В мир вернулась красота.
Январский лед сиянье льет.
Январский наст сропасть не даст.
Январский снег нарядней всех:
Днем искрометный и цветной
И так сияет под луной.
И каждый из январских дней
Чуть-чуть, но прежнего длинней.
И так пригоден для пиров
И встреч — любой из вечеров."
speech,С Днем рождения!!!:-):-)😊
negative,"Еще две недели, блин... Т_Т"
negative,"У кaждого чeловeкa есть своя история, которую больно вспоминать."
speech,И тебе спасибо большое)))* люблю*
speech,"Леночка,здравствуй!) Это тебе...)"
positive,"знаешь, а я горжусь, что ты - мой брат. 
пусть и не по крови, но и не просто так"
positive,Сердечная подборка)
neutral,Теперь обращайтесь ко мне по регалиям @ Alawar Digital 
skip,"Коханий,я люблю  тебе сонечко )"
positive,"А у блондинки-белие ботинки,рыжая собачка и крутая тачка... А у меня брюнетки-губки как конфетки, класная фигура и совсем не дура))"
neutral,"#sm2014
Подъем в 7.00 В Место пробежки поехал на велосипеде на море на турники,позанимался после чего был тяжелый подъем в гору,можно сказать сделал первый челленджер.
Новых мест сегодня не посетил слишком занят был своей работой, но зато многое сделал, провел несколько полезных встреч и телефонных разговоров. Частично расписал цели (по РЦ)
и планы, но чувствую что еще не раз прийдется переписывать) Остальное все стараюсь выполнять но матрица иногда затягивает обратно) приходится отжиматься и хуярить дальше."
positive,"оооо сегодня день фсо рф 
ы...чо ...кагбе праздник у меня :-з"
skip,"Дорогой, сегодня в трамвае, я встретила своего одноклассника. Он рассказывал такие смешные анекдоты, что я чуть с кровати не упала=)))"
negative,Поиграли!...ну его в пень...
neutral,ой кароче! я не пью вообще-то!
skip,"🔥 @ Площадь Героев Майдана, Кировоград"
skip,Закупились мля))))
neutral,Вся греческая мифология построена на блядстве Зевса
positive,ищу жену! добрую....
neutral,"Предлагаю, если небо сохранится таким-же ясным, отправится снимать закат и режим на одну из набережных. Пора возрождать летние традиции."
negative,Чет настроение х...... эх!
skip,"С баша, но как про меня:

Somm: с каждым годом все больше склоняюсь к мысли о необходимости помыть машину..."
positive,Мы ваще крутые
skip,Не часто получается со школьными друзьями в футбол погонять :)
positive,Ассаи ОМ вполне можно считать альбомом года! Хотя еще подождем Alai Oli Satta masagana
neutral,Новый Иерусалим встретил нас вчера)
speech,"Сегодня лучший в году день,чтобы попросить прощения,ребята простите меня!)))"
speech,"Мои дорогие, спасибо за всё."
negative,"они и так были чемпионами по идиотским текстам, но здесь они превзошли сами себя!)) слушайте припев)"
speech,"Спасибо мастеру своего дела,за столь прекрасные фотошедевры! Мы в восторге!  Когда несколько лет назад я увидела его в соц.сетях - я решила,что вот Он тот самый фотограф!  И мое мнение не изменилось за эти года. А результат превзошел все ожидания. Спасибо огромное,Дим! Твори! Успехов тебе на твоем жизненном пути!"
negative,походу не мое быть постоянно двоем!!!!!!!!!
positive,"Эй,ЛЮБЕРА-ЖИВЫ)))
29.05.2016 года.Москва.
КОМАНДА города Люберцы с одноимённым названием ""ЛЮБЕРЦЫ"" заняла ВТОРОЕ общекомандное место на КУБКЕ МИРА федерации АСМ ""ВИТЯЗЬ"".
Подробности позже.МУЖИКИ-ВЫ ЛУЧШИЕ.#асмвитязь#фсогеркулес."
speech,"С Днем Рождения, мужик!))) Всего самого охрененного тебе!)))"
speech,"Тётя Лена, с Днём Рождения!!!!! Семейного благополучия, любви и удачи Вам. Пусть мечты сбываются!"
positive,Вот то видео))мне смешно реал
neutral,Народ че там на юго Востоке ?? тишина ?
negative,"Зависть берёт от таких зелёных футбольных газонов, как у Порту...
как их потом в Лужниках принимать...))"
negative,На какой нахуй связи дадя?....
negative,"Это если вкратце совсем! 
Чтоб я сдох, если вода была теплее 10 градусов!"
positive,Мои масенькие )))
speech,Желаю всем удачи в ЗНО по математике!!! Напишите все на 200 баллов)))))
speech,"катерина, поздравляю тебя и серёжу с днём рождения!всего самого лучшего!"
positive,Ты ахуенная и не слушай никого!!*
speech,Сестренка! с днем рождения! к поздравлениям  присоединяются Бедри с Дашей и желают тебе здоровья и всего самого наилучшего! все тебя целуем!
negative,А хули правильно говорит. Комуняги суть Русского народа исковеркали.
neutral,И вот она нарядная...
neutral,Начало спортивной карьеры))) @ Соборная Площадь
neutral,ПРИЯТНОГО ВЕЧЕРА....
neutral,"vk.com/fotokubiki#626771
Мне кажется тебе бы подошел такой фотостатус:"
skip,Донь послухай))) бомбэзн1 п1сеньк1***
neutral,"Данила, анализ твоего аватара показал следующие результаты! — "
positive,"Все видели надписи на асфальте у домов типа - ""Катя,с днем рождения"" или ""Даша,я тебя люблю"". Но надпись у общаги: ""Прости Таня, ты не толстая"" - меня убила!!! :-)"
speech,"Не знаю, как ты меня терпишь,
подруга. Но, спасибо тебе."
neutral,вот эту послушай))
neutral,"Паляк, зуб то воткнул в дырку?)"
neutral,"Цените тех,кто всегда прощал,кто всегда ждал,и надеялся на лучшее не для
себя одного,а для вас вдвоем в целом.Искренних людей мало,не швыряйтесь
ими."
speech,"Катенька С Днём Рождения тебя!
Желаю всего самого хорошего, светлого, радостного!
Оставайся такой же замечательной девочкой:*"
neutral,взяли дракона)
positive,В пол 4 утра обсуждение квантовой физики это сверх всего)
skip,ээээээх подолянскиииий)
neutral,"Дмитрий,а у Вас есть самая,самая нелюбимая песня??)"
positive,Тузик)) ахахаха)
negative,"Уважаемый Иванченко из Донецка!Вам не кажется, что наркоманом и алкоголикам несколько другое нужно в этой жизни? или ничего? А почему вы не берете в расчет февральские события на Майдане, когда жгли собственную милицию- это тоже агрессия России? Вы свергли законноизбранного президента и усадили очередного олигарха за средства нищего народа. ЭТО МИРОВОЙ ПРЕЦЕДЕНТ!!! Эх, вы!
Просрали все и теперь ищете крайних! Не то еще будет. СЛАВА РОССИИ!!!"
speech,"МАМОЧКА, ЛЮБИМАЯ, С ПРАЗДНИКОМ!!!!"
skip,"Были же времена, а"
neutral,Серёга вспомни лето)))
speech,С Днем рождения!
neutral,Если вы понимаете о чем я
negative,гриза ты засранец
negative,Активисты движения НАШИ очень любят Россию и по этому создают очереди в ФМС на сдачу документов на загран паспорт. Делается это для того что бы те кто не любит Россию не смогли бы из нее уехать.
speech,С Днем Рождения))) Пускай сбудутся все твои мечты ))**
neutral,чё пишеш нестор?
skip,"Машина - лучше девушки, она не предаст никогда, а если уйдёт.. то только вместе с тобой."
positive,Покатались от души! 👍
neutral,Набрав малой трохи💪💪😂😎
skip,"В магазине:
Мама с сыночком лет 5-ти, мама
случайно задевает машинки и они упали.
сын на весь магазин:
- Ну давааай, расхуярь здесь всё!"
skip,"5:50 - привычка... классно, могу ещё поспать. 6:50 - надо вставать. 6:57 - встаю на счёт три!  Раз...два... 9:40 - ТВОЮ МАТЬ!!"
neutral,продолжаем тему ретро)
neutral,Ты тоже так на парах?)))))
negative,сучька ты Машка!!!
neutral,вот Сань она)))
skip,З    НАСТУпАЮЧИМ    НОВИМ   РОКОМ !!!!
neutral,"Людмила, привет! Я выбирала между тобой и Vladlen. Ответ смотри здесь: "
neutral,"Где вы видели такую кошку, которую бы волновало, что о ней говорят мыши?"
skip,#суббота #природа #конец_весны
speech,С ДНЕМ РОЖДЕНИЯ!)))
skip,"Сидит девочка в песочнице,к ней подходит мужик: -Девоча,хочешь конфетку? она в ответ: - иди нахуй!
Мужик в ахуе: - А по попе ладошкой? Девочка отвечает: -А ПО ЕБАЛУ ЛОПАТКОЙ???"
positive,"В моей руке огромный лифчик,
Смотрите все, о, я счастливчик..
Да... это не сон..(с)оооооооооооооооооода"
speech,"привет,как дела родная?"
skip,"Услышав моё Желание-
Золотая рыбка Сдохла.....
Фея лежит в Психушке....
Хоттабыч побрился на лысо...
а у Джина Душевная травма)))*"
neutral,"Первые, кто выезжал сегодня на дорожку: справа - Назар Федорчук, слева - Александр Сулимовский."
neutral,"Хотелось бы умереть, на пару дней, просто посмотреть кому действительно будет плохо"
negative,"Если человек хорош собой, любим и уважаем, то это еще не значит, что он не мудак"
skip,"- Его убили тупым предметом. 
- Биологией?"
skip,Википедия бастует!
positive,вот это кайф!
neutral,"оо) свах, у меня цитата Ремарка про цветы была когда-то, еще на этапе регистрации в контакте ))))"
neutral,Здоров))Цени новиночку в Rock n Roll ном стиле)))
neutral,"Нравится мoй фотостатус?
"
positive,Беляши мои Беляши!!!! Теперь мама и папа))) Матвей Никитич)))
speech,"Мамочка, с Новым годом ! Этот, был сумасшедшим но интересным. А 15, пусть будет ярким, счастливым, полным приятностей, возможностей, любви. Обнимай бабулечку, я вас очень люблю. Я поехала на вечеринку.И выше нос:"
neutral,"Помоги мне построить норку, пожалуйста! Подари мне брусчатку!
"
speech,Поздравляю с днем рождения!!!
skip,"● ПИТЬ ВОДКУ:

Плюсы:
+ Вы душа компании.
+ Вы красивый.
+ Вы отпускаете только искромётные шутки.
+ Вокруг веселье. 
+ Вам море по колено. 
+ Женщины мечтают о вашем внимании. 
+ Мужчины вас уважают.

Минусы:
- Водка стоит денег."
speech,"С Днемкой Рожденькой тя)

Када паспорт?)"
speech,З Днём рождения!!!
positive,"""Подростки на полигоне нашли огнемет «Шмель» и целились из него в подмосковную электричку"" РИАН - красавчики..)"
negative,"ГОСПОДИ! помоги мне завтра на выш мате, очень прошу, аминь"
neutral,"французская шутка- Селин Паркер, или Тони Дюмерк"
positive,Любимое сочетание))) рис и свежие овощи с грядки))) ммммм)) #явтренде
skip,"Жизнь мужчины похожа на зебру: блондинка, брюнетка.... а жизнь женщины на зоопарк: олень, козел, осел... :)))"
skip,"Молодой парень в кафе пьет кофе и смотрит на красивую девушку за
соседним столиком. Наконец решает подойти:
- Девушка, а можно к вам присесть?
Девушка на все кафе:
- ДА НЕ БУДУ Я С ТОБОЙ СПАТЬ!!!
Люди заоборачивались, заулыбались. Парень покраснев возвращается
к своему столику. Тут к нему подсаживается эта же девушка.
- Вы, конечно, извините, но дело в том что я психолог и пишу
дисертацию на тему ""Поведение разных типов людей в неадекватных ситуациях"".
Парень, внезапно, на все кафе:
- ЧТО?! ДВЕСТИ БАКСОВ?!"
speech,ПРИВЕТ ДРУЖОЧЕК...С НОВОЙ ТЕБЯ ЖИЗНЬЮ....МЫ ТЕБЯ ЛЮБИМ....
neutral,куплю легальные сайгу 410 короткую и мц-20-01
negative,Суббота!!!!!Ты мне нужна!!!!!!
neutral,"Каждый парень может сказать ""я люблю тебя"", но не каждый скажет ""я хочу чтобы ты родила мне ребёнка""."
negative,ты лох ссаный опущен попущен
neutral,"Кто не слушает Сепультуру, тот слушает Музу:"
skip,По алфиту даже))))
neutral,ДЕТСКИЕ ИГРУШКИ
neutral,"Моя инфографика из приложения Инфографер
• "
neutral,ааа ))) Толик это ты )))
neutral,уехал на русскую Радугу
neutral,Где ты моя девочка ?
neutral,"За что мы любим? За слова? 
Да нет, слова бывают слишком лживы… 
Быть может за красивые глаза? 
Нет. нет, еще раз нет, ведь не всегда они красивы… 
Быть может любим за дела и за поступки, 
Что ради нас свершаются в пылу? 
И снова нет, тогда б не продержаться нам и сутки, 
Любовь поступки те развеют на ветру… 
Так что же двигает любовь? За что прощаются ошибки? 
И почему же вновь и вновь, мы, понимая, что вокруг все зыбко, 
Вступаем на тропу — любовь, порою разбиваясь в кровь… 
И все равно идем по тонкой нитке… 
Да потому что жизнь одна, что в этой жизни важен тот, кто нужен, 
Что забываешь все обиды и слова, когда есть рядом тот, кто сужен… 
А главное, все происходит потому, что и во сне, и даже на яву 
Мы любим ни «за что», а вопреки всему..."
neutral,"Съемка одежды для классного дизайнера Елены Скромной 
Модель Ксения Усик "
neutral,Это каштан!
skip,Це був наш день))) 😘 😎
neutral,"вот они, фанаты Янука"
speech,"Желаю тебе счастья,
И множества цветов
Желаю комплиментов,
И просто теплых слов
Желаю жизни долгой,
Как телесериал
Желаю, чтоб во всех делах
Хороший был финал!"
neutral,Рабочая картинка ты поймешь)
neutral,простите меня за всё)
neutral,"Viloony, я нашёл звезду, похожую на тебя. А кто похож на меня? Чтобы узнать, заходи в приложение "
speech,С днюшкой тебя)
neutral,Продаю новый нетбук 8000 р. колонки в подарок!!!
negative,вова путин-едорас
positive,Офицально дядя Саша!)))
skip,Ну що ПУМБА!)
neutral,Маленький Жорик вряд ли съест надкушенную кем то конфету
speech,"Жека , от всей души щаститчка , здоровлячка!!!!!!!!!ну шо ше тоби пожилать... Ну счастичка , здоровлячка...ну шо ше, ну думаю счастьечка и здоровлячка!!!!"
skip,"Конечно, хорошо иметь любимого человека, но иногда так хочется напиться и пойти танцевать со своей подругой, что приходиться брать любимого человека с собой, чтоб довез нас домой потому как ножки от танцев сами идти не могут!!!!!!!!!!!!!!!!!"
neutral,"Если бы вы смогли стать самому себе другом, хотели ли бы вы себе такого друга?"
skip,"…Ну что же, они - люди как люди. Любят деньги, но ведь это всегда было… Ну, легкомысленны… ну, что ж… и милосердие иногда стучится в их сердца…"
positive,"Я не знаю как ты меня терпишь.
Но спасибо тебе😚"
neutral,"что за ""вафли"" там у тебя??? вкусные?! =)"
neutral,"Дорогие друзья,пришлите мне название и авторов книг,которые произвели на вас наиболее яркое впечатление..."
negative,У меня всё в шоколаде...только шоколад что-то чёрный и горький.........!!!!!!!!
neutral,"как вы думаете в 4 части assassibs creed умрёт хтото из героев, этот опрос для игроков assassins creed"
speech,вот тебе merry Harry))) с Рождеством)
neutral,Приглашаю посетить  автомоечку с полным спектром услуг!!!
neutral,"КОНКУРС!!! 

Приз: Mini-комплекс/когтеточка в ПОДАРОК!..

Правила простые:
1. Добавиться в Друзья: 
2. Сделать репост данной записи к себе на стену.

Победит Тот, у которого будет наибольшее кол-во репостов (более ста).
P.S. Для быстрого получения Подарка, просьба периодически самим оповещать меня о своем кол-ве репостов.

Желаю Всем Удачи!!! И Шикарного Настроения!)))"
positive,"блииин..ХОЧУ ПЛЮШКУУ!!огромнууююю!!!ахахах)))
васютон, надо срочно замутииить такое)))))"
positive,НАДЕЮСЬЬЬ КОГДА НИТЬ ПОЯВИТСЯ ТАКОЙ ФИЛЬМЕЦ!!
positive,Еще плюс к мечте!!))))
neutral,Клан Усовых)))
positive,поздравьте меня с праздником! Я целый месяц отработала в качестве учителя!!!
neutral,"12 июня 2012, работаю на митинге ""Марш Миллионов 2""
by [id7092664|Alena Romastchina]"
neutral,"Друзья, для съемок небольшого скетча про будни психиатра, на пару часов нужно помещение, отчасти похожее на кабинет врача. В настоящие больницы не пускают, но может быть вы знаете какой-то такой кабинет или что-то подобное, где можно поснимать. Спасибо! "
speech,С Днем рождения!!!))
neutral,Маруська и я=***
positive,БЛИН КАК ЖЕ КРУТО!!!
negative,почему удали какашку???
positive,"Олежка, ты молодчага) а улыбка просто шикарная))))))"
neutral,"Лучше иметь тело которое все хотят, чем хотеть тело которое все имеют..."
neutral,Накопилось немного)🍆14-15-16 #CheckIt
neutral,Фотоотчет :)
neutral,Оцените демотиватор 😆
neutral,У меня так было)
speech,"Поздравляю!!! Желаю тебе хорошего настроения, удачи во всем, исполнения всех желаний и хороших и верных друзей! Всего тебе самого хорошего! 
P.S. И кстати, мы уже давно репетируем и нам не хватает самого главного инструмента, знаешь какого?! ;)"
neutral,Верона. Дом Джульеты
negative,"семью так просто не разрушить, а то, что ты лезешь и вплетаешь сюда многих- это сугубо твои проблемы!лицом в грязь, обидно наверное)))"
positive,Слушай любимая!
neutral,Зацени ниггер
neutral,видел? я каждый раз смотрю и поражаюсь
positive,"So Sweep соу коллективели, круто!
Эмир, Даша спасибо за вечер, ребят!"
negative,"Поскольку зеркал в моем доме нету,а никак иначе фоткаться не круто,я решил сфотографировать свое отражение в воде.Но,к сожалению,на районе только одна речечка,и та не очень чистая и глубокая.Да и камера фигня."
neutral,Утонул в снегу
neutral,"Сегодня, по дороге в seamans mission набрел на это)"
neutral,"Откуда взялся танец тарантелла.
В средние века от укуса тарантула в Испании и Италии лечили долгим изнуряющим танцем, с потерей сознания."
negative,Нехватка романтики..
neutral,"Je suis Mikhalkov ))

На церемонию открытия мемориальной доски своей матери Наталии Кончаловской режиссер Никита Михалков пришел ватнике."
positive,молодцы какие)) такой двор позитивный)
negative,"Моя маленькая,ты не представляешь как я скучаюю!!:**"
neutral,В Лазареву субботу причастились!
skip,послал друга — чуть не научился слетать))))
speech,"Уважемые школьники!
поздравляю Вас с выходом на учебу)
радость то какая епть);DDD"
speech,"Конечно, много у меня подруг,
 Но ты зато мой самый лучший друг!
 Желаю быть всегда таким же классным!
 И чтоб всё в жизни было не напрасно!
 О чём мечтаешь – без проблем сбывалось!
 Легко и просто всё чтоб удавалось
 И жизнь была весёлой и прекрасной,
 А каждый день похож на чудный праздник!"
neutral,"В Гугле напишите ""гугл ты лапочка"" и посмотрите первый ответ"
neutral,в 5 часов играем в футбол
negative,Как скучно.....
negative,всё...сново каторга...опять 10мес мучений...(((((((((
negative,Заебали Испанцы!
skip,УВЕРЕНА В СЕБЯ
positive,Какое счастье! У меня родилась красавица доченька!!! Вика... Радость моя... Большое спасибо тебе за это... Я тебя очень-очень сильно люблю=*
speech,"Где взять одних благополучий?
Так не бывает - это факт.
Но пусть побольше будет ""лучше""
И меньше будет ""кое-как"".

Тебе желаем в день рожденья
Улыбок, радостных хлопот,
Здоровья, счастья и веселья
Сегодня, завтра, круглый год"
positive,Это ведь прекрасно)
positive,"Бывают такие дни, когда я могу говорить с кем угодно и о чём угодно. Просто потому что утро было хорошее."
neutral,"Мишка,негатива нет:D"
speech,"Анна,спасибо тебе огромное от нашей всей семьи за мастерство рук,терпение,отношение доброе к нам.Хвастаюсь: прошло меньше недели а наш Дима стал лучше сидеть,а сегодня и встал сам у опоры в кроватке.Спинку нам укрепила,молодец) не первый раз делаем массаж у тебя и всегда довольны,есть эффект.Мы теперь твои постоянные клиенты"
speech,С Днём рождения тебя!)
speech,"С Днём Рождения🎁🎁🎁🎈🎈🎈🎂🎂🎂
Любим и очень скучаем❤️❤️❤️"
positive,был на награждении подарили ноут)
neutral,"Совпадение? 😏 
Думаю да 😎"
positive,Солнышко такое прям.... Ммммм... Настроение прям позитив сплошной)))
positive,сижу тащусь)
positive,"Зенит 3-1 Порту) ДА!ДА!ДА! ВОТ ЭТО МАТЧ) Я ЖЕ ГОВОРИЛ, ЧТО ЗЕНИТ ПРОБЕДИТ!!!)))"
speech,Доброй ночи :3
neutral,я когда смотрела у меня слёзы наворачивались)
neutral,продам колпак и изумруд ( все вместе в наборе )
neutral,"!!!I WAS BORN TO WIN!!!
Здравствуйте, Мария!
Киношкола CINEMOTION и Теории и Практики ПОЗДРАВЛЯЮТ ВАС С ВЫИГРЫШЕМ!
Ваши вопросы победили в конкурсе :) а значит после мастер-класса (в 16.30) вы 
получите право на личную фотографию с Фрэнсисом Фордом Копполой!"
negative,"Боюсь, что он столько еще не проживет"
neutral,Это что то объясняет!
negative,Отчаявшийся ботан...
positive,"Люди живут, ищут свои вторые половинки , но зачем? Вы же абсолютно цельные , ищите светлых людей, освещающих дорогу вашей жизни . Я нашел, спасибо судьбе ! И теперь я зову ее Солнышко!))"
positive,Люблю- люблю тебя солнышко**************
neutral,А ты это помнишь?)))
positive,"А пока все небо только в звездах. Не во сне причем, а на яву. Что скажу за жизнь свою я просто - Я счастливый тем, что я живу...."
positive,Хорошие слова и без лести
positive,"Настроение отличное!))
а у вас? :)"
neutral,На работку)
negative,жара... мать её... и охото дождя .. мать его.
neutral,"Сегодня киновечер с Солярисом.
Солярис 1 серия / Solaris film 1"
negative,Последний день лета...(((
speech,САНЯ! Будь здоров! Успехов!
neutral," 
 вертолеты ООН на Востоке Украины"
skip,Я выпал )))
positive,"Хорошо что ударение поставили, а то мог бы не так понять)"
positive,"Коза,моя любимая держы))))Помню ети дни,было весело))))Хотя нам всегда весело)))"
neutral,Кто ты из Зеленого слоника? Тест можно пройти тут 👉 vk.com/megatest#523acf80e4b044784e52eda9
neutral,"[id4055827|Дмитрий], 2184!  голосуем взаимно каждый день по списку, ок? )"
neutral,"Не важно сколько силы, главное
сколько храбрости."
neutral,"Вот чем я занимался, пока ""ребята"" подделывали мои посты))"
speech,"C Днём Рожденья, Лёш!))))) оставайся таким же клёвым недоразумением))))
п.с. статус)) радуйся, что не телефоном в голову ;)))))))"
positive,"Super Master!  💪 😀 👍
Стоило мне отойти на минуту.... ))"
neutral,ну и вот собственно)) обращаем внимание на левую часть сцены)
neutral,"мог ли ты подумать год назад, как все окажется сегодня ?"
speech,"Итак
Короче 
Мудила плоскозадая)
Я поздравляю тебя с твоим шестнадцатилетием, возрастом боли и разочарований)
Желаю тебе, чтобы у тебя появилась электруха, собака, чтоб ты свалил в Ульяновск, там забомбил группу летчиков-гитаристов, а потом свалил, например, в германию))
Ну и сейчас чтобы нашел какую-нибудь нормальную, в меру выносящую мозг стерву, которая бы тебя любила)
Вот)"
positive,#моялюбовь#моястрасть
skip,Один день! Подари мне всего один день!
neutral,"Тесты по математике, ГИА-2011, 9 класс"
positive,"твой голос мммм
в трубке телефона
он такой..."
neutral,Это случайно не тебе адресовано?
neutral,"дайте конспект по ДМ ,плз((("
neutral,Газета.Ru - Харакири цивилизации
speech,"С Днем Рождения💋💋💋Мой лучший друг, самый любимый муж и самый лучший папа🎂Люблю тебя безумно💋💋💋Счастливого Дня Рождения!"
positive,да ты мужык . Здароба
positive,Братик ❤️💥
negative,"я в шоке, друзья пошли! только когда им что-то надо тогда они и друзья!!"
skip,"Не спи СВИНЬЯ ,ЗАСОХНЕШЬ"
neutral,"Van, один из МиниТестов показал следующий результат, смотри ниже. Много других тестов здесь - VK.com/minitest"
positive,"Будьте внимательными на дорогах,золотые мои :D"
positive,"Сейчас я буду вам писать стишки со смыслом и без смысла . Скажу немного о себе :живу в Венёве fifteen лет ... Ну ладно,хватит,ближе к делу ,вот первый стих: иду я по дороге ,ручьи текут ,синицы свищут и солнышко ласкает мне лицо . Люблю,люблю природу я родного края ,нет в мире лучше места ,чем край просторный и родной"
skip,"А кто у нас горячий мальчик?
Я! 🔥🔥🔥😈 
А по серьезке, алоха, котятки, чем лечить Лихорадку Денге? Ром с кофе я и сам попил, а че ещё? @ Khao Talo @ South Pattaya"
speech,"Анна Владимировна,с днём рождения!!!"
neutral,"Министр Правительства Москвы, руководитель Департамента внешнеэкономических и международных связей города Москвы - Сергей Евгеньевич Черёмин"
neutral,"Танцуем под Нагано - Застрахуй
"
skip,"Если соседские дети сильно шумят, скажите им через стенку, что вы гномик, живущий в розетке, и вас надо покормить гвоздями."
neutral,Новые приколы про Россию на тему: «субботнее утро – самое время вставать с колен!»
positive,Анна хорошо подготовилась... Умничка!
skip,"аххахаха
чувак с нашей школы
пизда гриф тяжелый
покорежило как))"
neutral,Ибрагим Вам что-нибудь говорит??
positive,"Мирным Жителям Донбасса Посвящается...
Не знаю, кто это поёт. Но, мне эта песня запала в самое сердце!"
speech,с Днем Рождения)!
negative,ЛЮБОВЬ КАК adidas есть у всех но не у всех настоящяя...........
positive,"Ангус Янг , разве он не милаха))"
skip,"Нас бы, да на недельку, да туда бы."
neutral,"Друзья мои,подскажите сериальчик посмотреть,,,,,"
skip,походу я любил реально...
neutral,Фотодизайн в варианте обрисовки. Фотодизайн основа по которой сверху краской прорисовывались детали. Видно плохо :) знаю :)
positive,Ахахах) Хороший доктор)
speech,С днюхой Ванэ:):)
neutral,"Каждое утро трачу 25 минут, чтобы пройтись пешком до работы"
neutral,девочки JazzFunk для вас :*
neutral,... при создании монументальной картины ни один муж не пострадал ...
negative,слышь ты уебина лопоухая у меня в Углегорске бабушка живет)))не порочь сукан город))
neutral,Было 5 утра @ M bar 
neutral,Морские котики
skip,ЗаКоХуЙтЕсЬ!!!=)))
skip,"Эх,Саша..."
neutral,"Ирины, вот как-то так))"
neutral,ммм...куда бы завтра сходить погулять?=)
positive,"Сладкиииий,какой же он слааадкий❤😱😍"
positive,Моя любимая семья💋🎀💜💙💖💕
speech,"9 месяцев ждала,9 месяцев уже счастлива!!!!!Поздравляем"
neutral,скоро в продаже новая коллекция к ДНЮ СВЯТОГО ВАЛЕНТИНА))))))))))))))
neutral,"Этого деда я к административной ответственности привлек – 
Так сказать, щелкнул по носу динозавру советской эпохи..."
speech,С Днем Варенья!
neutral,вот и как их можно небояться!!)
negative,"ничего не написали, на оф сайте нокиа куда будельше инфы, а то что матрица будет лучше всех смартов, о том какой надежный удобный и вообще , блин написали что цену нокиа сказал и где она где цена ?"
speech,С прошедшим!
positive,Сегодня Шаньке 2 месяца)
negative,Я соскучилааааась!))
speech,"Огромный привет от Игоря Антипова! только что по телефону разговаривал,желает тебе всех благ."
neutral,Что есть красота?
neutral,"Моя идеальная работа.
Тест -> "
positive,"Я вот еще толком нигде не была, ничего не видела, а уже люблю Одессу."
neutral,Ваши слова пусты.
negative,братан скучаю пиздец((((
positive,я всемогущая я нашлааа))
neutral,"это что же?,)))) уже завтра?))"
positive,Послушай шикарные персни*)
speech,С Днём Рождения)!
neutral,"уйти всегда проще, чем остаться и что-то изменить!"
neutral,Жека на приеме у высокопоставленных лиц
positive,Вечером в Норвегию. Всем пока! :-)
positive,Приятное видео.
speech,С днем рождения малой))))
speech,"Поздравляю тебя. Пусть этот день будет самым хыпибёздным в твоей жизни)))))
"
neutral,"«Лучше идти, чем бежать, лучше сидеть, чем идти, лучше лежать, чем сидеть, лучше спать, чем просто лежать, и лучше не вставать, если можно еще полежать…» © Пири Рейдер"
neutral,мат Конысбаева в игре с немцами)) душу всю излил))
neutral,"Проходим по ссылочке и голосуем, товарищи, голосуем... Буду весьма признательна :)"
speech,Спасибо димон))
skip,"58 рублей за доллар. Ну что, здравствуй 2008?)
Кто слишком разволновался, медитируйте по следующей ссылке:  
С наступающим вас, друзья!"
negative,Мучение смотреть футбол по телевизору
skip,"- Почему ты мне больше не звонишь?
- Пить бросил."
negative,"Жити по-брудному. 

Так выглядит забор на одной из киевских улиц после предвыборной кампании. Глупая и беспощадная наружная реклама."
