label,text
neutral,Не могу забыть...
positive,Порой из за одной строчки любишь всю песню .
neutral,"Интересно, а лопатой по колофя, это хорошее лекарство?"
neutral,"Возможно,в этом мире ты всего лишь человек,но для кого-то ты весь мир."
negative,"Фоновая пропаганда чайлдфри по всем законам НЛП. Формально, к сожалению, будет придраться не к чему. В Нижегородской области не проканает. Это был пилотный регион по ювеналке, пока фителек не прикрутили, уж больно коптило. Найти бы склад с мерзостью да сжечь..."
skip,Наконец то научилась играть в ПОХЕР и жизнь налаживается
neutral,"Товарищи! Составте компанию. В субботу еду домой, на машине. Один. Скучно...."
neutral,опомнился)
negative,"""А ты любила и ждала,но не тому дала, Иди ты на хуй, слышишь, у меня дела!Я важный!"""
neutral,"Даже если ты сильно обижен на человека, ответь на его сообщение или звонок. Кто знает, что случится с ним завтра, излишняя гордость ни к чем"
positive,"люблю тебя, мой хороший*)
я буду психовать, буду нести бред, буду плакать и тебя обвинять в чем-то даже если виновата я.но я тебя люблю.
я буду волноваться за тебя, скучать по тебе, что-то запрещать тебе. но все, потому что я люблю тебя)*"
negative,Взять автомат да разрядить бы обстановку!!!
neutral,"Я отвечаю за свои слова, а не за то, как вы их понимаете."
neutral,"Харе в больнице там страдать) 
вернешься домой завтра,посмотришь)"
neutral,Ибо не рисовал давно. :D
positive,"Мне неловко писать это у тебя на стене,но это единствений шанс,что ты прочтешь!МНЕ ПЛОХО БЕЗ ТЕБЯ,БЕЗ НАШЕГО ОБЩЕНИЯ!!! 😃 и пусть ты подумаешь что я дура,и больная,но мне действительно тебя не хватает!!! 😒"
neutral,"Принимал еще одного гостя: уже после полуночи приехал товарищ на серьезный разговор. Так бывает, что неопределенность в делах сплачивает собеседников - происходит своего рода единение вокруг конкретных проблем. И очень хочется верить, что они временные."
neutral,Лишь бы губы не опухли!!!
skip,"Слабость – состояние человека, возвращающегося с лаб.
Клабер – человек, готовящийся к лабам.
Лабиринт – беспорядочная куча лаб, которые нужно оформить.
Коллабс – это когда нужно подготовиться к колку и сдать 10 лаб за одну неделю.
Лаботомия – наказание за несделанные лабы.
Лаббирование – использование личной приязни препода для сдачи лаб.
Лаботряс – человек, забивший на лабы на протяжении семестра.
Баловство – написание лаб задом наперед.
Попасть в лабство – задолжать кучу лаб.
Лабзания – радость человека, сдавшего все лабы.
Лабша на уши - оправдания, почему не сдал лабы."
neutral,"Для тех, кто парит над бездной,  Когда любая помощь бесполезна.  Это как гулять по оголённому лезвию,  Просто история одной болезни...."
negative,Готова сейчас поменять все свои шоколадки и печеньки на кусок мяса!!! И еще хочу танцевать под The Beatles. И ... и гулять на солнышке... и в отпуск... и я больше не могу работать... спасите меня...((((
neutral,"что бы пиздец внутри, чтобы сжимало душу-мне сон желанный нужен как жена мужу."
negative,Да что ж ты будешь делать.....продули чехам - 3:2...
positive,Как же хочется мая!!
neutral,"Народ, собираем пикет в 9 00 второго сентября, около дворца спорта. В поддержку невиновного человека, который пострадал из-за вероломных действий сотрудников полиции.  Второго сентября будет апелляционное рассмотрение. До этого все суды (!) Абзелиловского района выносили обвинительный приговор, который осуждал невиновного при полной фальсификации доказательств и прочих нарушениях.Напишите кому сможете, а то верховный суд - последняя инстанция, может мы заставим нас услышать? Кто со мной?"
negative,"Надо забыть все старое начать новое)в будущем столько хорошего но трудно расстаться с прошлым!А иногда от воспоминаний хочется плакать """
positive,Скучаю няша
neutral,"Зачем мне принц? мне надо идиота, чтоб моим дебильностям умилялся и в лоб целовал. (с)"
negative,"""Да уебись ты в рот со своими аргументами"""
skip,блядь ваня с тобой все норм??!?!
positive,"Ахаха  ,Дима тебя  вскрыли :D"
neutral,"Марк Цукерберг круче, чем Павел Дуров на "
skip,"Самая классная фраза выходных:
""Я тебе не позвонила, потому что думала, что ты приедешь!""
Хотя нет... ""Никита, Никита, Я Максиму по лицу лопатой зах**чила!!!""
Все-таки ее обгоняет)"
skip,"Решил с тоски подарить себе титановое кружко. Прикольно, но что-то шибко веселее не стало. Видимо, нужно обмыть..."
neutral,"блииин, теперь ты 3я у меня><"
negative,Ненавыжу когда сначала дают надежду!!!!!!!!! А потом делают вид что вопще ничего небыло!!!
positive,|Ты лучше чем героин...лучше чем гашишь...лучше кокса...ты самый лучший мой наркотик...зависимость от тебя самое сладкое...|
neutral,"""/// мозги мы с тобой где то потеряли..
или пропили.
а судьба у нас то что надо)) "" (С) Анастасия Бахтина"
skip,"Когда просыпаешься утром, и все вокруг серое. Небо серое, солнце серое, город серый, люди серые, мысли серые. И единственный выход -- снова выпить. Тогда легче. Тогда возвращаются краски."
neutral,Бывало у тебя такое?
positive,"Шли всех нахуй,ты прекрасен!)_ахах"
negative,"В Томске пьяный прапорщик милиции сбил девушку, прибывшая на место скорая случайно переехала ещё живой девушке голову..."
neutral,"Заець, пора не пора, но забыть  невозможно..."
negative,"Ты представляешь: Толик знает, что я замужем, и все равно спит со мной уже полгода! Какие же подонки эти мужики…"
positive,пооочему же они такие невероятные?!
speech,"Седня Джина День Рожденье
Стало тебя еще больше
Стал ты старше и синее 
Будешь седня всех пьянее
Не дойцти до дома метр
Упади через кровать...
Позлравляю , бля,ебаааать!!!!"
skip,"Андрюша Алё ... ты где ... ? 
Шапка твоя где ??? ааа ? чё опьять болеть будешь ... ? 

Чтобы в понедельник был на тренерове ПОНЯЛ ? ... и капишон надень ... !"
negative,"Ночной Питер нихера не круто, когда негде поспать и понятия не имеешь куда идти, а вокруг какая-то крипота творится"
negative,"странно...говоришь,что любишь,а сам не пишешь,не заходишь...а я вот сижу и думаю ""ну сейчас,сейчас ты позвонишь""...терпение кончается...."
negative,"Я познал, почему во всех фильмах обсмеивают Канаду! Это действительно странное образование, со странными людьми на поверхности нашей Земли. Гитлер должен был ненавидеть канадцев, а не Евреев."
neutral,кучи БТР-90 и недоделанный Т-80У
skip,"аааа
не только мне в любви признаешься!
коварная изменщица)"
speech,"Гражданский ты или военный,
Но с пюсюном рожден не зря.
Сегодня праздник охуенный
23 февраля!
Мы ребята любим спать,
водку пить и баб ебать,
Но за родину мы блять,
хоть кого можем порвать.
На дворе мороз трескучий 
Хуй стоит на всякий случай
А в кармане ни хуя...
С 23 февраля!"
neutral,"Уже 2 года прошло, даже не верится...)"
positive,"Она меня всегда поддержит. Всегда поругает тех, кто меня обижает. Всегда ее бесят те, кого ненавижу я. Она - мое отражение в зеркале.
Она - моя сестра."
neutral,"""Я не удивляюсь чьим-то странностям... Я и свои-то не всегда объяснить могу!"""
neutral,"Сообщают, что вчера после продолжительной болезни умерла Ольга Олеговна Андронова 
(

Для тех, кто не знает, кто эта женщина, см. её последнее интервью: 

Несмотря на то, что последние года полтора мы не общались, при известии о её смерти мой мир резко сузился. Потому что О.О. — при своём бизнесе и большой семье — каждый день на общее благо делала колоссальную работу, какую один человек не выдюжит и на одну десятую. А воли и страсти в ней было и вовсе на целую армию. Думаю, что жизнь прожить нужно как-то так, как прожила её О.О.

Светлая ей память."
skip,"...Но всё померкло пред тобою , Джил
Безмолвье времени,величие светил..."
negative,"ПИЗДЕЦ СУКИИИ,КТО СПИЗДЕЛ МОЙ МОПЕД ИЗ ГАРАЖА,ВАМ ПИЗДА УРОДЫ,ЛЮДИ КТО ВИДЕЛ ИЛИ УВИДЕТ ЭТОТ МОПЕД ЗВЯКНИТЕ 0666929189"
neutral,"-дело не в колбасе
тогда от голодной смерти безработных ,беженцев,бродяг не умирали и квартир не лишались.
девчата замуж выходили за ровесников,а не за кащеев бессмертных
работали на государство а не на чужого дядю.
телевизор был умней
спорт был действительно народным а не показушным
в детсадах дети матом не разговаривали
транспорт был доступным
работали заводы
нефтедоллоры составляли лишь 1/4 бюджета а не 9/10"
neutral,"Напоминаем, вы профукали уже 30 дней лета. Осталось всего 62."
skip,Набухаюсь... как скотина - в день Святого Валентина!!!
neutral,пошли завтра в кино!
negative,Беда?Всем похуй.Праздник?Всем похуй.Всем похуй?Всем похуй
neutral,"[id11870673|Юрий], Дубровину первую удаляй, мы с ней националисты :-)"
negative,"Когда совсем не ""гуд""_остается только молитьсЯ:("
positive,Уже целый месяц без никотина... а вам - слабо?! :)
negative,"Черт, только хотел написать, что Барса-Милан 2:1 сегодня, и в ворота Милана пенальти будет, как вот Барса забивает с пенальти( Слоупок."
skip,"""Свою жену не ругаю. 
Её никогда я не брошу. 
Это ведь со мной она стала плохая.
 А брал то я её хорошей...""

(c) Маяковский"
neutral,"Будьте осторожны. Поломать чужую судьбу очень легко... Но в жизни всё связано. И если ты сегодня ломаешь чью-то судьбу, то завтра кто-то поломает твою. Потому что ты сам дал жизнь этому закону, по которому можно ломать чужие судьбы..."
negative,"""Доблестная"" укроармия по-своему готовится соблюдать минские договоренности. 
Удар по нашему кварталу..."
skip,и через 4 минуты меня удалили(((итоговой счёт 4-0 в нашу пользу/
negative,Почему в активном поиске а ты что охуела а как же виталя ну ты и сука грёбана всё ты мне не подруга.
neutral,Сейчас без парня быть не модно! ПОШЛО ВСЁ НА..... ВЕДЬ Я СВОБОДНА!!!
negative,"Нынче пацаны другие, а про девочек я вовсе промолчу."
neutral,"
дядька,пропустили..."
neutral,"март вообще в курсе, что он весна ?"
neutral,А ты не читал самих мстителей? Фильм вроде по определённой серии сняли.
negative,"Какое замечательное было время, жаль, что такое больше не повторится😩"
neutral,"Теория: самодовольство пропорционально минус второй производной количества владельцев телевизоров по времени. 

"
neutral,Недавно из ВКурсе уволили несколько нерадивых программистов.
skip,"Была маленькая,была ангелочком,потом простите,крылья пришлось оборвать-лифчик не застегивался!"
neutral,Пенсионеры реально голосуют за ЕР. Так что не все фальсифицируют. #наблюдатель
neutral,"почему во всех фильмах ужасов герои сначала орут""есть кто нибудь дома"" а потом входят без спросу и удивляются почему их мочат?)"
negative,как же плохо что такой 'ансамбль' распался...
neutral,"Религия — общечеловеческий навязчивый невроз.
 (Зигмунд Фрейд)"
skip,"- Ночью учения были, так мне солдаты весь огород повытоптали.
- Что ты сразу на солдат-то? Может это вовсе и не солады, а прапорщики!
- Да нешто я дура? Какие тебе прапорщики! Следы-то человеческие."
skip,Алкоголь - это средство для снятия трусов!
skip,ии яяяяя(((:*
neutral,"«Психопат, как ребенок, не может отложить на потом всю прелесть получения удовольствия; и эта особенность – одна из основных, универсальных черт характера психопата. Он не в состоянии ждать сексуального удовлетворения, когда достижению согласия между партнерами должна предшествовать охота на зверя, и лишь потом его убийство: психопат должен насиловать. Он не способен ждать постепенного роста своего престижа в обществе: эгоистические амбиции заставляют его прорываться на страницы газет с помощью дерзких представлений и выходок. Красной нитью в истории любого психопата проходит господство этого механизма получения немедленного удовлетворения. Этим объясняется не только его поведение, но также и жестокость всех его поступков» ( Роберт Линднер, Бунтарь без Причины). "
negative,"Рисуя
Пальцами по стеклам
Мама мы взрослеем
Нам становится так больно..."
negative,"Йа заболевшее пингвене >.<
Придется поездку в Буковель перенести на завтра. А то и на послезватра..."
negative,[id172211180|Максим Клипановский] БАНИМ его! просило по человечески Просто!!неужели трудно убрать это фото???
neutral,"[id15757951|Степан], ""Ходячие мертвецы"" или ""Отбросы"", из тех, что сейчас идут и довольно рейтинговые"
neutral,"Слава Богу наступил мир...политики вместе с Западными  дипломатами подписали договоренности , которые уже как минимум остановили кровопролитие. Наши девченки взяли Золото....и вроде все хорошо , однако нам предстоит еще очень многое пережить и решить нелегких проблем."
positive,"ну хоть убей, все равно когда её слышу тебя вспоминаю!!!

люблю тебя!!!"
neutral,"дикотеки не будет!!!!
отменили по поводу праздника"
positive,Смысл песни четкий....их много... А НУЖНА ЛИШЬ ОДНА!!!Особенная!!!
skip,Во время сильного ветра чебурашка был зверски избит собственными ушами.
skip,"Кто не ценит мир и добро, добро- мы тому сломаем ребро, ребро!"
negative,fuck.... у малых каникулы... я тоже хочу ='(
neutral,"забавно 
обидно
интересно
ещё какие? :D"
neutral,"С мокрыми глазами бегом обнять всех близких.
Вы удивитесь, я ничего не скажу.
А если вдруг в последний раз, последний раз вас вижу.
И от этой мысли к себе сильней прижму."
positive,фаааак еееееееееееееее
negative,"Мне кажется...или ему действительно на меня похер??
ахах Лаптюх, правда же?)"
skip,"Я не бот и не фейк. Просто не считаю нужным смешивать политику и личную жизнь. Неприятно, когда возмущённые фашисты начинают писать друзьям угрозы. Но фото - мои. Я живу в Москве под защитой ВВП! ахаха!"
skip,Алкоголь убивает нервные клетки! Остаются только спокойные :D
positive,Хочу обратно...
neutral,"Биосоцхимфизическое существо. Но только по утрам. Если к вечеру не добрался до хотя бы малюсенькой духовной бездны,причислен к биохимфизикам"
negative,"Бесят эти наивные фразочки типа ""Люблю дождь, в нем можно спрятать свои слезы""!!! Ебать! Я люблю душ - в нем можно поссать!!! :D"
neutral,И пришла ОНА и живые позавидовали мертвым...
neutral,Одесса.. Что тут поделаешь...
skip,"Новый Каталепси - якась хуйня, не ?"
negative,Хуесос ^_^
skip,"Кто его не знает - я не виноват.

Это Вадик Злобный - тебя отправит а ад.

Гитару поломает и на костре сожжёт.

Кассеты с говнороком на завтрак он жрёт.

Говнари балдеют и дрочат в уголке.

Портрет этого Вадика увенчан в ФСБ.

В ахуе Кистя Кончев, а Тсой давно подох.

Но Вадику всё по хуй. Говно - мы, а он - Бох.

Жизнь не научила на Тсоя не дрочить,

Но лучший доктор - Вадик - ему Вас и Лечить.

Не Верите - проверьте. Скажи, что Цой велик.

На завтра в жопе бита и рокерам кердык."
skip,самый лучший день(((((
negative,"Я уже не скучаю по прошлому.
Я уже боюсь потерать настоящее."
negative,пальчег обморозил((
neutral,"М, да. Фотоманы - это как графоманы, только хуже, потому что фотографии делать быстрее, чем писать тексты. Поэтому их в последнее время много и развелось."
skip,Чувствую себя равлыком(((
positive,"♥ вместо тысячи слов, рафаэлло... :*"
negative,Трубку возьми гавно ты
negative,"Арсенал,Арсенал...Ну как так? (("
negative,"Бляааа,мне нужен покой..."
positive,"Время прошло,а воспоминание осталось...Так хочу вернутся туда...
Хочу тех самых тёплых прогулок.
Долгих разговоров(((
Люблю тех кто сделал моё лето охуенным 😒 😚"
speech,"Прощу прощения у всех, за всё )"
neutral,"Андрей Пургин: Часто мир страшнее войны 
"
negative,"Бля, чё такая тоска? Хде драйв?"
negative,жалко что ты еще даже не едешь
neutral,"к стати,охранники больницы знают что ты пиздишь с больницы нашатырь,шприцы,и вату?"
negative,"Роман, ты гандон! "
neutral,"Среди ублюдков шел артист,
В кожаном плаще, мертвый анархист.....(С)"
negative,В этой стране я живу... (
neutral,Что это за сборище ?
negative,Я больше никогда в жизни не буду спорить со своими друзьми(((
neutral,"Если чувствуешь, что от безделья начинаешь тупеть, то значит пора идти в тренажерный зал. Лучше быть тупым качком, чем просто тупым..."
negative,"Хуйня, а не карты"
neutral,"Нет фразы ""не могу"", есть фраза ""я ленивая скотина""!"
positive,"Они мирились,расставались:она плакала ночью тихо в подушку,он кулаками развивал стекла....но они понимали,что созданы друг для друга...они нужны друг другу..."
negative,Проблемы с агрессивным поведением бездомных собак или собак без поводков у уродов-хозяев - во время выгула собственной нормальной собаки на поводке. Несколько раз при покусах приходилось обращаться в ветлечебницу - вплоть до операции по зашиванию ран. Лечение не дешёвое. Долболобы без поводков достали!!!
skip,"Носовааа,я подам в суд на тебя,зато что ты нагло свалила из края:=DDD"
positive,Оченнь скучаюю((!!
neutral,"Пришла пятница... хочется напакостить, да так чтобы стыдно было как минимум до среды…."
negative,"Ну что я могу сказать?... Лету -
пиздец, товарищи..."
neutral,"Чтобы испортить отношения, достаточно начать выяснять их..."
neutral,сложное время. странные нравы. пошлые мысли.*
negative,"Никто не поддержит мою теорию о том, что на короллах ездят одни сука, мудаки?)"
neutral,Ни фига себе что дома в петропавловске творится О_о
neutral,y наc рота десантников 3 тыщи боевиков в Чечне замочила.. но не сдалась
negative,терпеть не могу праздники!!!!
neutral,"время ванильных цитаты, которые никому не нужны."
negative,конченый адлер
negative,сочуствую..((
negative,"Мне так стыдно за своих....Спасибо Папе, что еще в советское время уехали в Россию..."
neutral,Савченко в суде...ну и офицеры в ВСУ...культурные
neutral,"Может пора уже и в тюрьму надолго.?
 Развалила Армию с любовником, погуляла, нажилась .
Когда придёт пора расплаты за предательство ?"
negative,"Самолёты стали массово пропадать. 2 пропавших самолёта за 1 год - это слишком. Первый, похоже в Донбасе ""сбили"". Где же этот ""всплывёт""?"
negative,"Нефиг за компом сидеть!!!! За кит. иди берись......чтоб топик завтра сдала.....(P.S.: в твоих интересах его завтра сдать....а то я тебя покараю......это не предупреждение, а угроза!!!)"
negative,"2, это просто ебаный стыд)))"
negative,"Мдаа, контакт глючит нещадно, он думает что тут две ленты каментов, и показывает нам то одну, то другую. К сожалению, с этим ничего не сделать, проблема с той стороны."
negative,"В активном,аж самому противно!)"
skip,"Девочки учатся лучше мальчиков , потому что им нечем класть на учебу :D"
negative,"Народ, ну хватит разговаривать с быдло-троллем, оно само свалит.... Вы же его подпитываете вступая в разговор.... ТРОЛЛЯ - В ИГНОР"
negative,"Очередная порция космолажи от Вачовски. Трудно поверить, что это создатели ""Матрицы"" родили подобное третьесортное кино, щедро приправленное отвратительной безэмоциональной игрой Кунис и Татума. Отсутствие внятного сюжета и логики, перенасыщенность сумбуром и откровенным маразмом -всё, чем запомнился фильм. 2 часа, потраченные на волкоорла и летающих варанов. Вачовски, позор на оба ваших дома."
skip,"Конечно я тебя уважаю, тупая ты шлюха!© хД"
neutral,ой..дай Бог терпения ....или смягчи уголовный кодекс и дай биту..
negative,Сегодня Сенечке 5 месяцев!!!Только не радостно:((((Ребенок болеет:(((
negative,"это пиздец, когда в отношениях два гордых человека."
neutral,"меня не мучает совесть,у меня её нет!!!"
neutral,Неужели...
skip,"то чувство, когда душа устала от этого мира и рвется в вечный полет..."
negative,А мне давно говорить не хочется. Хочется взять АК и всадить им очередь (с)
negative,"Я на жесткую диету посадил свое тело,
И довел я это дело просто до бес предела,
Я слюною истекаю у мясного отдела....капец."
negative,настя какашка!
skip,"-Лена,да ты алчная свинья! 
-это я алчная свинья?!тогда плати за виноград,который ты сожрала у меня дома!

:DDD
memory..."
skip,"Дорогая, а что ты сразу не сказала что ты такая сука? Сююююрприииз........"
negative,"ухожу надолго,буду очень по вам скучать любимые друзяшки:((("
neutral,200 укро карателей сдались в плен возле Амвросиевки...
neutral,Завтра будет день опять...
negative,"Опять? Ну нееет только недавно выздоровила(( 
Короче я заболела, чувствую себя никак (( Столько планов, но я всеравно поеду в Радомышль в МОЦ и преодооею эти испытания!!!... Ну вообще не знаю как это будет происходить, но верю в Исцеление. 
П.с -  Поддержите в Молитве!!"
skip,ВОРОХТА(((((
neutral,столько хватит??
negative,"Школьники пусть продолжают писать свою беззубую хуиту, а я пошел в XBL гонять."
negative,так жаль что ты сегодня уезжаешь.....
negative,"Любовь-это взаимность ,любовь -это доверие...извените но я в любовь уже не верю...!"
neutral,"В середине потасовки наши флагштоки превратились в дубинки и пики. Омон был в шоке.

Парни отрывали куски асфальта и закидывали робокопов."
neutral,"Камрады!
Посоветуйте чебуречную в дефолт-сити не совсем, чтоб в перди."
positive,не пожалей полтора часа. это интересно
negative,Лебедев быдло и все кто болел за него лохи!!!
neutral,"Поеду под заработаю, денег ваще нетЪ(("
negative,"Как бы я хотел штоб все было
как ранше!: пьянки, гулянки,
ночные звонки доутра но
ничего невыходит((( может
просто неимеется человек
которий бы мог помочь в етом...!!!"
negative,"Жизнь - это трагедия, выдержи её!"
neutral,"А ты возьмешь сегодня с собой мокрую кукусю?
Я зонтик не брала..((("
skip,""" я тут три дня вместо таблеток от простуды пила успокоительное. теперь я болею, но не переживаю по этому поводу,блять("" (с)"
neutral,"- СКОРПИОНЫ. 13 сентября.

Какая бы херня сегодня не произошла, скорпионы будут улыбаться во все свои тридцать два зуба! Сегодня никакая мразь не способна испортить вам настроение. Скорпионы первые нах, а остальные сосут и не парятся."
negative,Охренели совсем
negative,поднадоели 😠
neutral,"""Боязливых же и неверных, и скверных и убийц, и любодеев и чародеев, и идолослужителей и всех лжецов участь в озере, горящем огнем и серою..."" Откровение Иоанна Богослова"
negative,"а я его
жаль что его нет........."
neutral,Как в сшп.
negative,"бля что за спамы нах???...
я никому ничего непишу..типа Привет как ты???
это спам"
negative,"Вот же гады, Германику не пустили в кино"
positive,еще 6 дней...поскорее бы уже*
neutral,"Деньги пошли, но всё равно тянет в Коломну."
negative,😩;плохо когда хорошие люди к которым ты привыкаешь рано или поздно просто уезжают.
neutral,при детях не включать (мат на мате матом поганяет)
skip,"АААААааа блять!! Меня просто рвёт на части !!!! С ""СС"" и на пир и на смерть!!!!"
negative,просто БЕСИТ когда худые как спички подруги начинают ныть что они толстые
positive,"И всё таки любить клёво.......Не смотря на всю боль, переживания, измены........."
negative,Новгород. Сраная общага. Смерть. Беда. Сатана. И все. И нет пути.
neutral,Очередной разорванный день - должен начинаться с рвани...
negative,"Невзоров, оказывается, доверенное лицо нашего ГЛАВНОГО КАНДИДАТА.
НЕВЗОРОВ
Он-таки настолько сволочь и лицемер, или Путлер пригрозил торжественно организовать в российской армии кавалерию с пыточными сбруями для лошадей, а?"
negative,"по ходу, ребяткам не...чем заняться.
ПС. Есенина я не слишком люблю, Набокова - вообще терпеть не могу. Но сие сильно напоминает Германию времен 3 Рейха или Средневековье вообще :("
neutral,15.12.2010 Что творится у Европейского.
neutral,"Ой,хто выдумал ети пьянки..."
positive,"Боль, мучения, слезы, нервы - все в прошлом#мы#защитили#диплом"
negative,хуй работу нормальную найдешь после беспонтовой хуйни по имени ВВАГС бля!!!!
skip,"Я ангел, честное слово! Просто на метле быстрее."
neutral,Сахарный удар!
neutral,"Кусочки репортажей, вчера )"
skip,хуй когда дамой
neutral,Мой взвод. Мда.
negative,Для особо мерзких мы особо дерзкие
negative,"я буду помнить ети дни и не забуду их  
ПОМНИМ! ЛЮБИМ! СКОРБИМ!"
negative,Ммм гейчик Ренли..тфу я хотела Териона((
neutral,"[id69880107|Катерина], совершенно согласен. Я уже так устал бегать ночью по пустынным улицам с этим здоровенным ножом. Мне бы пистолет."
negative,детоубийство и насилие близко
negative,"Если тебе кажется, что тебе не хватает тепла и ласки, и что тебе хотелось бы завести отношения с кем-нибудь, ударь себя по ебалу и одумайся."
negative,"""...Вечная весна в одиночной камере..."" Взял, и умер..."
negative,Реклама-мамочка закрылась :(
neutral,"Керж, убей его!"
negative,НЕХУЙ ЖРАТЬ МНОГО!!
neutral,"По субботам мы валяемся в постели целый день, по воскресеньям я пишу хуевые тексты."
negative,"Невыносимо больно терять близких. Еще больнее от того, что твоя жизнь продолжается, но уже без нее...Покойся с миром, любимая мамочка!!! Ты навсегда останешься в моем сердце. Царствие небесное..."
skip,"— что вас так разозлило, что вы зверски убили 18 человек?
— ваша честь, тем утром я ехал в общественном транспорте...
— а, ну что ж вы сразу не сказали?! не виновен"
neutral,Фашисты на Майдане
neutral,"Сегодня совершил свой 400й прыжок...вроде руки ноги целые, ну и слава богу...."
negative,"Смешно. До грустного смешно... 
Печально. До смеху печально... 
И, как бы ни было грешно, 
Оно по-прежнему нечаянно.. 

Текут. Текут из дней года... 
Стоят. Стоят из лет преграды... 
Что не пропустят никогда 
Души отчаянной тирады. 

Молчат. Молчат мои глаза... 
Кричит. Кричит лишь тень моя... 
За то, что горькая слеза 
Не осушит мечты края. 

Пусты. Пусты и помыслы поступков... 
Полна. Полна лишь мыслью голова... 
Но есть надежда, хоть и хрупко 
Сыграть на шанс с судьбой в слова. 

Устал. Устал я видеть в людях зло, 
Но бодр, бодр дух бойца за свет 
И пусть сегодня нам не повезло, 
Не омрачится мелочью рассвет..."
neutral,интересно сколько раз за последнее время у всех в статусах прозвучало слово *микроблог*???
neutral,..Мужчины - не Боги...Им не нужны наши души.
neutral,"Набери в поиске личных сообщений слово ""блин"". Сколько вышло? 
Набери в поиске личных сообщений слово ""плохо"". Сколько вышло?
Набери в поиске личных сообщений слово ""блять"". Сколько вышло?
Набери в поиске личных сообщений слово ""хорошо"". Сколько вышло?"
neutral,Украинцев не существует? А жаль
neutral,"Жечь друг друга взглядом или совсем не видеть,
Правда? Ведь мы так любим ненавидеть."
neutral,Как больно и одновременно приятно вспоминать прошлое.......
negative,",kznm!!!дебильная херня которая не выкладывает не фотки не картинки!!!!"
neutral,"Не сразу понятно по фото, но к продольным добавился блок, а поперечка наконец-то достала до пола."
skip,"Не дай Бог удалишь, я же старался!"
skip,Весь мир театр. А люди в нём... гардеробщики!
negative,В жизни сплошной пи*дец!!!
negative,"в киеве хуево,хочу в мелитополь обратно!!!"
neutral,Пойми и прости:*
skip,"АХАХАХАХА 
БЛЯЯЯТЬ ТЕСАК НА ЖУКОВААА 
ВСЕ НА ФИЗ РУУ"
negative,Жизнь серая...Как дым моей сигареты...
neutral,"Если верить Федорову, то сейчас идет глобальная чистка пятой колонны. Скоро полетят многие в российском массмедиа."
neutral,ДОРОГА ОТПУЩЕНИЯ ГРЕХОВ
negative,"Нет слов, одни эмоции..."
negative,Я хочу нормальную стенку!!!!!!! Что за бред?! Хотя бы посоветовался кто...((
negative,"Ну вот,уже неделю дома, никаких полазок,провожу вечера онли за компом,некуда некого не вытащить,амёбы блин..."
neutral,Мне наплевать на чьи-то причитания. У моих поступков свои основания..
negative,"Помните, я говорила, мол, скорее бы среда, чтоб с этим дипломом уже покончить и т.д.? Так вот, ЗАВТРА среда. И мне очень страшно( Пойду поплачу("
