"Words";"mean";"dispersion";"average rate";
"дубинка";"-0,25";"0,433012701892219";"0";
"думаться";"0";"0";"0";
"думский";"0";"0";"0";
"дурацкий";"-1,33333333333333";"0,471404520791032";"-1";
"дурачок";"-1,2";"0,4";"-1";
"дурной";"-1";"0";"-1";
"дурость";"-1,66666666666667";"0,471404520791032";"-2";
"дух";"0";"0";"0";
"духовность";"0,666666666666667";"0,816496580927726";"1";
"духовный";"0,333333333333333";"0,471404520791032";"0";
"душераздирающий";"-1,33333333333333";"0,471404520791032";"-1";
"душещипательный";"0";"0,816496580927726";"0";
"душить";"-1,33333333333333";"0,471404520791032";"-1";
"дхарма";"0,444444444444444";"0,955813918560292";"0";
"дым";"0";"0";"0";
"дымить";"0";"0";"0";
"дырка";"-1";"0";"-1";
"дырявый";"-1,22222222222222";"0,628539361054709";"-1";
"дьявол";"-1,44444444444444";"0,684934889218775";"-1";
"дьявольский";"-1,5";"0,5";"-2";
"дьяченко";"0";"0";"0";
"дэн";"0";"0";"0";
"дюжий";"0";"0";"0";
"дюссельдорф";"0";"0";"0";
"евгений";"0";"0";"0";
"евразийский";"0";"0";"0";
"евразия";"0";"0";"0";
"евро";"0";"0";"0";
"европа";"0";"0";"0";
"европарламент";"0";"0";"0";
"европеец";"0";"0";"0";
"европейский";"0";"0";"0";
"египет";"0";"0";"0";
"египетский";"0";"0";"0";
"егор";"0";"0";"0";
"единица";"0";"0";"0";
"единичный";"0,333333333333333";"0,471404520791032";"0";
"единовременный";"0";"0";"0";
"единогласный";"0,666666666666667";"0,471404520791032";"1";
"единоличный";"-0,333333333333333";"0,471404520791032";"0";
"единомышленник";"1,2";"0,748331477354788";"1";
"единственный";"-0,111111111111111";"0,566557723732532";"0";
"единство";"0,666666666666667";"0,471404520791032";"1";
"единый";"0,333333333333333";"0,471404520791032";"0";
"едкий";"-1";"0,816496580927726";"-1";
"езда";"0";"0";"0";
"екатеринбург";"0";"0";"0";
"екатеринбургский";"0";"0";"0";
"ельцин";"0";"0";"0";
"емкий";"0";"0";"0";
"ересь";"-1";"0";"-1";
"ерунда";"-0,833333333333333";"0,687184270936277";"-1";
"естественный";"0,333333333333333";"0,471404520791032";"0";
"ехидный";"-1,66666666666667";"0,471404520791032";"-2";
"жадина";"-1";"0";"-1";
"жадность";"-1";"0,816496580927726";"-1";
"жаждать";"-0,333333333333333";"0,471404520791032";"0";
"жалить";"-0,666666666666667";"0,471404520791032";"-1";
"жалование";"0,25";"0,661437827766148";"0";
"жаловаться";"-0,666666666666667";"0,471404520791032";"-1";
"жалостливый";"0";"0,816496580927726";"0";
"жалость";"0,111111111111111";"0,87488976377909";"0";
"жанровый";"0,111111111111111";"0,314269680527354";"0";
"жгучий";"-0,333333333333333";"0,471404520791032";"0";
"ждать";"0";"0";"0";
"желаемый";"1";"0";"1";
"желание";"0,333333333333333";"0,471404520791032";"0";
"желательно";"0,333333333333333";"0,471404520791032";"0";
"желательный";"0,888888888888889";"0,737027731190089";"1";
"железный";"0,333333333333333";"0,471404520791032";"0";
"желтый";"0";"0";"0";
"желчный";"-0,6";"0,489897948556636";"-1";
"жена";"0";"0";"0";
"женевский";"-0,222222222222222";"0,415739709641549";"0";
"женский";"0";"0";"0";
"женственный";"1";"0,816496580927726";"1";
"женщина";"-0,333333333333333";"0,471404520791032";"0";
"жертва";"-1,66666666666667";"0,471404520791032";"-2";
"жертвователь";"0,111111111111111";"0,737027731190089";"0";
"жертвовать";"-0,666666666666667";"0,471404520791032";"-1";
"жесткость";"-0,2";"0,748331477354788";"0";
"жестокий";"-2";"0";"-2";
"жестокость";"-1,5";"0,5";"-2";
"жесть";"-0,333333333333333";"0,471404520791032";"0";
"жетон";"0";"0";"0";
"жетончик";"0";"0";"0";
"живенько";"0,333333333333333";"0,942809041582063";"0";
"живительный";"1,33333333333333";"0,471404520791032";"1";
"живой";"0,6";"0,489897948556636";"1";
"живописный";"1,33333333333333";"0,471404520791032";"1";
"животноводство";"0";"0";"0";
"животрепещущий";"1";"0,471404520791032";"1";
"живучий";"0,75";"0,433012701892219";"1";
"жигули";"0";"0";"0";
"жид";"-0,666666666666667";"0,942809041582063";"-1";
"жидкость";"0";"0";"0";
"жидовский";"-1,22222222222222";"0,628539361054709";"-1";
"жизненный";"0,444444444444444";"0,684934889218775";"0";
"жизнерадостный";"1,33333333333333";"0,471404520791032";"1";
"жизнеспособный";"1";"0,816496580927726";"1";
"жизнеутверждающий";"1";"0";"1";
"жилищно-коммунальный";"0";"0";"0";
"жилищный";"0";"0";"0";
"жириновский";"0";"0";"0";
"жирный";"0,333333333333333";"0,471404520791032";"0";
"житель";"0";"0,816496580927726";"0";
"жительство";"0";"0";"0";
"житие";"0,222222222222222";"0,628539361054709";"0";
"жить";"0";"0";"0";
"жопа";"-1,66666666666667";"0,471404520791032";"-2";
"жорес";"0";"0,471404520791032";"0";
"жрица";"0,333333333333333";"0,471404520791032";"0";
"жужжать";"0";"0";"0";
"жуковская";"0";"0";"0";
"жуликоватый";"-1,5";"0,5";"-2";
"жулье";"-1,33333333333333";"0,942809041582063";"-1";
"журнал";"0";"0";"0";
"журналист";"0";"0";"0";
"журналистика";"0";"0";"0";
"журналистка";"0";"0";"0";
"журналистский";"0";"0";"0";
"жуткий";"-1,25";"0,433012701892219";"-1";
"жутковатый";"-1";"0";"-1";
"забавлять";"0,333333333333333";"0,471404520791032";"0";
"забавно";"0";"0,816496580927726";"0";
"забайкалье";"0";"0";"0";
"забайкальский";"0";"0";"0";
"забастовка";"-1,33333333333333";"0,471404520791032";"-1";
"заблаговременный";"0,666666666666667";"0,471404520791032";"1";
"заблокировать";"0,25";"1,08972473588517";"0";
"заблудиться";"-0,666666666666667";"0,666666666666667";"-1";
"заблудший";"-1";"0";"-1";
"заблуждение";"-0,428571428571429";"0,494871659305393";"0";
"заболевание";"-1";"0,816496580927726";"-1";
"заболевать";"-1";"0,816496580927726";"-1";
"заботиться";"1,33333333333333";"0,471404520791032";"1";
"забрасывать";"-0,333333333333333";"0,471404520791032";"0";
"заваливать";"-0,333333333333333";"0,471404520791032";"0";
"заведовать";"0";"0";"0";
"заведомый";"-0,333333333333333";"0,471404520791032";"0";
"завербовывать";"-0,666666666666667";"0,471404520791032";"-1";
"завершать";"0";"0";"0";
"завершаться";"0";"0";"0";
"заверять";"0";"0";"0";
"завещание";"0";"0,707106781186548";"0";
"зависеть";"-0,5";"0,5";"0";
"зависимость";"0";"0";"0";
"завистливый";"-1,22222222222222";"0,415739709641549";"-1";
"зависть";"-1,33333333333333";"0,666666666666667";"-1";
"завлекательный";"1,33333333333333";"0,471404520791032";"1";
"завод";"-0,125";"0,330718913883074";"0";
"завоевание";"-0,166666666666667";"0,687184270936277";"0";
"завоевывать";"0,2";"0,748331477354788";"0";
"завтрашний";"0";"0";"0";
"завывание";"-0,777777777777778";"0,415739709641549";"-1";
"завывать";"-0,666666666666667";"0,471404520791032";"-1";
"завязка";"0";"0";"0";
"загадка";"-0,166666666666667";"0,687184270936277";"0";
"загадочный";"0,333333333333333";"0,471404520791032";"0";
"заглушать";"0,222222222222222";"0,415739709641549";"0";
"заговор";"-1";"0";"-1";
"заговорщик";"-1";"0,816496580927726";"-1";
"заголовок";"0";"0";"0";
"заграница";"0";"0";"0";
"заграничный";"0";"0";"0";
"загранпаспорт";"0";"0";"0";
"загранучреждение";"0";"0";"0";
"загробный";"-0,333333333333333";"0,471404520791032";"0";
"загрузочный";"0";"0";"0";
"загрязнение";"-0,8";"0,4";"-1";
"задавливать";"-0,6";"0,8";"-1";
"задание";"0";"0";"0";
"задача";"-0,111111111111111";"0,314269680527354";"0";
"задевать";"0";"0";"0";
"задействовать";"0";"0";"0";
"задел";"0";"0";"0";
"задержание";"-0,222222222222222";"0,628539361054709";"0";
"задерживать";"-0,333333333333333";"0,74535599249993";"0";
"задница";"-1,66666666666667";"0,471404520791032";"-2";
"задолженность";"-0,666666666666667";"0,471404520791032";"-1";
"задумка";"0";"0";"0";
"задумываться";"0,333333333333333";"0,471404520791032";"0";
"задушевный";"1";"0,707106781186548";"1";
"задушить";"-1";"0,816496580927726";"-1";
"заебывать";"-2";"0";"-2";
"заемный";"0";"0";"0";
"зажигательный";"0";"0";"0";
"зажиточный";"-0,333333333333333";"1,24721912892465";"0";
"зажраться";"-1,6";"0,489897948556636";"-2";
"зазорный";"-0,5";"0,763762615825973";"0";
"заимствование";"0,333333333333333";"0,471404520791032";"0";
"заинтересовывать";"0,666666666666667";"0,471404520791032";"1";
"заинтересовываться";"0";"0";"0";
"закавказье";"0";"0";"0";
"закадычный";"0,333333333333333";"0,471404520791032";"0";
"заказчик";"0";"0";"0";
"заказывать";"0";"0";"0";
"закапывать";"0";"0";"0";
"закарпатье";"0";"0";"0";
"закачивать";"0";"0";"0";
"закладка";"0,222222222222222";"0,415739709641549";"0";
"заключать";"0";"0";"0";
"заключаться";"0,142857142857143";"0,349927106111883";"0";
"заключение";"-0,333333333333333";"0,471404520791032";"0";
"заключительный";"0";"0";"0";
"закомплексованный";"-1";"0";"-1";
"законно";"0";"0";"0";
"законодатель";"-0,166666666666667";"0,372677996249965";"0";
"законодательный";"0";"0";"0";
"законодательство";"0";"0";"0";
"закоренелый";"-0,222222222222222";"1,13311544746506";"0";
"закрадываться";"-0,2";"0,748331477354788";"0";
"закреплять";"0";"0";"0";
"закрытие";"0";"0";"0";
"закупаться";"0";"0";"0";
"закупка";"0";"0";"0";
"закуривать";"0,666666666666667";"0,942809041582063";"1";
"заложник";"-1,33333333333333";"0,471404520791032";"-1";
"заляпывать";"-0,333333333333333";"0,942809041582063";"0";
"замалчивать";"-1,11111111111111";"0,737027731190089";"-1";
"замаскированный";"0";"0";"0";
"замглавы";"-0,111111111111111";"0,314269680527354";"0";
"замедлять";"0";"0";"0";
"замедляться";"-0,333333333333333";"0,471404520791032";"0";
"заменимый";"-0,2";"0,4";"0";
"заместитель";"0";"0";"0";
"замечание";"-0,666666666666667";"0,471404520791032";"-1";
"замечательно";"1,66666666666667";"0,471404520791032";"2";
"замечательный";"1";"0";"1";
"замечать";"-0,333333333333333";"0,471404520791032";"0";
"замкнутый";"-1";"0";"-1";
"замминистра";"0";"0";"0";
"замораживать";"-0,166666666666667";"0,372677996249965";"0";
"заморачиваться";"-1,33333333333333";"0,471404520791032";"-1";
"заморский";"0";"0";"0";
"зампред";"0";"0";"0";
"заначка";"0,333333333333333";"0,471404520791032";"0";
"занимательный";"0,333333333333333";"0,471404520791032";"0";
"заново";"0";"0";"0";
"занудный";"-1";"0";"-1";
"занятие";"0";"0";"0";
"занятный";"0,666666666666667";"0,942809041582063";"1";
"занятость";"0";"0";"0";
"заоблачный";"0,333333333333333";"1,24721912892465";"0";
"заокеанский";"0";"0";"0";
"заочный";"0";"0";"0";
"западноевропейский";"0";"0";"0";
"западный";"0";"0";"0";
"запах";"-0,111111111111111";"0,566557723732532";"0";
"запирать";"-0,666666666666667";"0,471404520791032";"-1";
"записка";"0";"0";"0";
"записываться";"0";"0";"0";
"запланировать";"0";"0";"0";
"заплесневелый";"-1";"0,816496580927726";"-1";
"заподозривать";"-1";"0";"-1";
"заполнять";"0,333333333333333";"0,471404520791032";"0";
"заправка";"0";"0";"0";
"запредельный";"-1,66666666666667";"0,471404520791032";"-2";
"запретительный";"-1,33333333333333";"0,471404520791032";"-1";
"запрещать";"-1";"0,816496580927726";"-1";
"запрещаться";"-0,666666666666667";"0,74535599249993";"-1";
"запрещение";"0,25";"0,433012701892219";"0";
"запугивание";"-1,33333333333333";"0,471404520791032";"-1";
"запускать";"-0,333333333333333";"0,471404520791032";"0";
"запутывать";"-1";"0,471404520791032";"-1";
"запущенный";"0";"0";"0";
"зарабатывание";"0";"0";"0";
"зарабатывать";"-0,333333333333333";"0,471404520791032";"0";
"заработный";"0";"0";"0";
"заработок";"-0,333333333333333";"0,471404520791032";"0";
"заражать";"-0,666666666666667";"0,471404520791032";"-1";
"заражаться";"-1";"0,471404520791032";"-1";
"заражение";"-1,22222222222222";"0,628539361054709";"-1";
"зараза";"-1,6";"0,489897948556636";"-2";
"зарегистрироваться";"0";"0";"0";
"зарезать";"-1,5";"0,5";"-2";
"зарубежный";"0";"0";"0";
"зарывать";"-0,333333333333333";"0,471404520791032";"0";
"засада";"-0,777777777777778";"0,628539361054709";"-1";
"засасывать";"-0,333333333333333";"0,471404520791032";"0";
"засвечиваться";"-1";"0";"-1";
"заседание";"0";"0,5";"0";
"заседатель";"0";"0";"0";
"засеивать";"0,333333333333333";"0,471404520791032";"0";
"заскорузлый";"-1";"0";"-1";
"заскучать";"-1";"0,471404520791032";"-1";
"заслуга";"0,666666666666667";"0,471404520791032";"1";
"заслуженно";"1";"0";"1";
"заслуженный";"1,33333333333333";"0,471404520791032";"1";
"заставлять";"-0,666666666666667";"0,942809041582063";"-1";
"застенчивый";"-0,333333333333333";"0,471404520791032";"0";
"застойный";"-1";"0";"-1";
"застраховывать";"0";"0";"0";
"застревать";"-0,333333333333333";"0,471404520791032";"0";
"застреливаться";"-1,33333333333333";"0,471404520791032";"-1";
"затапливать";"-0,666666666666667";"0,471404520791032";"-1";
"затевать";"-0,166666666666667";"0,372677996249965";"0";
"затейливый";"0,666666666666667";"0,471404520791032";"1";
"затмевать";"0";"0,632455532033676";"0";
"затопление";"-1";"0";"-1";
"затоплять";"-0,666666666666667";"0,471404520791032";"-1";
"затрагивать";"0";"0";"0";
"затрата";"-0,333333333333333";"0,471404520791032";"0";
"затратный";"-2";"0";"-2";
"затрачивать";"-0,2";"0,748331477354788";"0";
"затруднение";"-1,11111111111111";"0,566557723732532";"-1";
"затруднительный";"-0,6";"0,489897948556636";"-1";
"затруднять";"-1";"0";"-1";
"затягивать";"-0,333333333333333";"0,471404520791032";"0";
"затягиваться";"-0,666666666666667";"0,471404520791032";"-1";
"затяжной";"-0,333333333333333";"0,471404520791032";"0";
"заурядный";"-0,666666666666667";"0,471404520791032";"-1";
"зафиксировать";"0";"0";"0";
"захват";"-1";"0,816496580927726";"-1";
"захватчик";"-1,33333333333333";"0,471404520791032";"-1";
"захватывать";"-1,33333333333333";"0,471404520791032";"-1";
"захоронение";"0";"0";"0";
"захоронить";"-0,666666666666667";"0,471404520791032";"-1";
"захотеться";"0";"0";"0";
"захудалый";"-1";"0";"-1";
"зацеплять";"0";"0";"0";
"зацикливаться";"-1";"0";"-1";
"зачем";"0";"0";"0";
"зачем-то";"-0,444444444444444";"0,496903994999953";"0";
"зачислять";"0";"0";"0";
"зачитывать";"0";"0";"0";
"зашкаливать";"-0,666666666666667";"0,471404520791032";"-1";
"защита";"0,777777777777778";"0,628539361054709";"1";
"защитный";"0,333333333333333";"0,471404520791032";"0";
"защищаться";"0";"0";"0";
"защищенность";"0,5";"0,5";"0";
"заявитель";"0";"0";"0";
"заядлый";"-1,33333333333333";"0,471404520791032";"-1";
"звезда";"1";"0,816496580927726";"1";
"звездный";"-0,333333333333333";"0,471404520791032";"0";
"звереть";"-1,33333333333333";"0,471404520791032";"-1";
"зверство";"-2";"0";"-2";
"здание";"0";"0";"0";
"здорово";"0,333333333333333";"0,471404520791032";"0";
"здраво";"1";"0";"1";
"здравомыслящий";"1";"0";"1";
"здравоохранение";"0";"0";"0";
"здравствовать";"0,333333333333333";"0,471404520791032";"0";
"здравый";"0,666666666666667";"0,471404520791032";"1";
"зебра";"0";"0";"0";
"зевать";"-0,2";"0,4";"0";
"зеландия";"0";"0";"0";
"зеленый";"-0,111111111111111";"0,314269680527354";"0";
"земельный";"0";"0";"0";
"землевладелец";"0";"0";"0";
"зенитный";"0";"0";"0";
"зерно";"0,111111111111111";"0,314269680527354";"0";
"зиновьев";"0,333333333333333";"0,471404520791032";"0";
"златоуст";"0";"0";"0";
"злачный";"-0,666666666666667";"1,24721912892465";"-1";
"злиться";"-1";"0";"-1";
"зло";"-1,33333333333333";"0,471404520791032";"-1";
"злоба";"-1,5";"0,5";"-2";
"злобный";"-1,33333333333333";"0,471404520791032";"-1";
"злободневный";"-0,333333333333333";"0,471404520791032";"0";
"зловредный";"-1,4";"0,8";"-1";
"злодеяние";"-1,66666666666667";"0,471404520791032";"-2";
"злой";"-1,33333333333333";"0,471404520791032";"-1";
"злокачественный";"-1,11111111111111";"0,87488976377909";"-1";
"злокозненный";"-1";"0";"-1";
"злонамеренный";"-1,33333333333333";"0,471404520791032";"-1";
"злопамятный";"-1,22222222222222";"0,415739709641549";"-1";
"злополучный";"-0,875";"0,7806247497998";"-1";
"злорадный";"-1,33333333333333";"0,471404520791032";"-1";
"злостный";"-2";"0";"-2";
"злосчастный";"-1";"0";"-1";
"злоумышленник";"-2";"0";"-2";
"злоупотребление";"-1,66666666666667";"0,471404520791032";"-2";
"знаменательный";"1";"0,666666666666667";"1";
"знаменитый";"0,333333333333333";"0,471404520791032";"0";
"знатный";"0,333333333333333";"0,471404520791032";"0";
"значение";"0,444444444444444";"0,496903994999953";"0";
"значимость";"0,333333333333333";"0,471404520791032";"0";
"значительный";"1";"0,816496580927726";"1";
"значиться";"0";"0";"0";
"знойный";"-0,333333333333333";"0,471404520791032";"0";
"золото";"0";"0";"0";
"золотой";"0,666666666666667";"0,471404520791032";"1";
"зомби";"-1,11111111111111";"0,566557723732532";"-1";
"зомбировать";"-1,22222222222222";"0,415739709641549";"-1";
"зона";"-0,333333333333333";"0,471404520791032";"0";
"зрелище";"0";"0,816496580927726";"0";
"зрелищный";"0,666666666666667";"0,471404520791032";"1";
"зритель";"0";"0";"0";
"зубовский";"0";"0";"0";
"зураб";"0";"0";"0";
"зэк";"-0,666666666666667";"0,471404520791032";"-1";
"зять";"0";"0";"0";
"ибрагим";"0";"0";"0";
"иван";"0";"0";"0";
"иврит";"0";"0";"0";
"игнорировать";"-0,6";"0,489897948556636";"-1";
"иго";"0";"0,816496580927726";"0";
"игорь";"0";"0";"0";
"игра";"0";"0";"0";
"играть";"0";"0";"0";
"игровой";"0";"0";"0";
"игрок";"-0,111111111111111";"0,993807989999906";"0";
"игрушечный";"-0,333333333333333";"0,471404520791032";"0";
"игрушка";"0";"0";"0";
"идеал";"0,666666666666667";"0,471404520791032";"1";
"идеализм";"0,666666666666667";"0,816496580927726";"1";
"идеальный";"1,4";"0,489897948556636";"1";
"идейный";"1";"0";"1";
"идентификация";"0";"0";"0";
"идентифицировать";"0";"0";"0";
"идентичный";"0";"0";"0";
"идеолог";"0";"0,632455532033676";"0";
"идеологический";"0";"0";"0";
"идеология";"0";"0";"0";
"идиот";"-1,33333333333333";"0,471404520791032";"-1";
"идиотизм";"-1,66666666666667";"0,471404520791032";"-2";
"идиотический";"-1";"0,816496580927726";"-1";
"идиотский";"-1,83333333333333";"0,372677996249965";"-2";
"иезуит";"0";"0";"0";
"иерархия";"0";"0";"0";
"иероглиф";"0";"0";"0";
"иерусалим";"0";"0";"0";
"иерусалимский";"0";"0";"0";
"ижевск";"0";"0";"0";
"изба";"0";"0";"0";
"избавлять";"0,333333333333333";"0,471404520791032";"0";
"избавляться";"-0,666666666666667";"0,471404520791032";"-1";
"избегать";"-0,333333333333333";"0,471404520791032";"0";
"избежание";"0";"0";"0";
"избиение";"-1,33333333333333";"0,471404520791032";"-1";
"избиратель";"0";"0";"0";
"избирательный";"0";"0";"0";
"избрание";"0,2";"0,4";"0";
"избранник";"0";"0";"0";
"избыток";"0";"0,816496580927726";"0";
"избыточный";"-1,33333333333333";"0,471404520791032";"-1";
"известность";"0";"0";"0";
"известный";"-0,25";"0,433012701892219";"0";
"извинение";"0,666666666666667";"0,666666666666667";"1";
"извиняться";"0,333333333333333";"0,942809041582063";"0";
"извлекать";"0";"0,632455532033676";"0";
"извращать";"-1,33333333333333";"0,666666666666667";"-1";
"извращение";"-1,25";"0,433012701892219";"-1";
"изгнание";"-1,66666666666667";"0,471404520791032";"-2";
"изгой";"-1";"0";"-1";
"изготавливаться";"0";"0";"0";
"изготовитель";"0";"0";"0";
"издание";"-0,333333333333333";"0,471404520791032";"0";
"издательство";"0";"0";"0";
"издевательский";"-1,22222222222222";"0,628539361054709";"-1";
"издеваться";"-2";"0";"-2";
"изделие";"0";"0";"0";
"издержка";"-0,666666666666667";"0,471404520791032";"-1";
"излишество";"-1";"0,816496580927726";"-1";
"излишний";"-0,666666666666667";"0,471404520791032";"-1";
"излучение";"0";"0";"0";
"измайлово";"0";"0";"0";
"измайловский";"0";"0";"0";
"измена";"-1,66666666666667";"0,471404520791032";"-2";
"изменение";"0";"0";"0";
"изменяться";"-0,222222222222222";"0,785674201318386";"0";
"измерение";"0,333333333333333";"0,471404520791032";"0";
"измир";"0";"0";"0";
"измученный";"-1,33333333333333";"0,471404520791032";"-1";
"изнасилование";"-2";"0";"-2";
"изнасиловать";"-2";"0";"-2";
"изначальный";"0,222222222222222";"0,415739709641549";"0";
"износ";"-0,666666666666667";"0,471404520791032";"-1";
"изнурительный";"-1,33333333333333";"0,471404520791032";"-1";
"изобилие";"1,75";"0,433012701892219";"2";
"изобильный";"0,888888888888889";"0,566557723732532";"1";
"изобретательный";"0,333333333333333";"0,942809041582063";"0";
"изобретать";"0";"0";"0";
"изолировать";"-0,333333333333333";"0,942809041582063";"0";
"изоляция";"-0,333333333333333";"0,471404520791032";"0";
"израиль";"0";"0";"0";
"израильский";"0";"0";"0";
"израильтянин";"0";"0";"0";
"израсходовать";"-1";"0";"-1";
"изрядный";"-0,666666666666667";"0,471404520791032";"-1";
"изумительный";"1";"0,816496580927726";"1";
"изумлять";"0";"0,816496580927726";"0";
"изучение";"0,777777777777778";"0,785674201318386";"1";
"изъятие";"-0,666666666666667";"0,471404520791032";"-1";
"изыскание";"0,111111111111111";"0,87488976377909";"0";
"изюминка";"1";"0,816496580927726";"1";
"изящно";"1,33333333333333";"0,471404520791032";"1";
"изящный";"1,33333333333333";"0,471404520791032";"1";
"икона";"0";"0";"0";
"илларион";"0";"0";"0";
"иллюзия";"-1";"0,816496580927726";"-1";
"иллюзорный";"0,333333333333333";"0,816496580927726";"0";
"илона";"0";"0";"0";
"ильич";"0";"0";"0";
"ильковский";"0";"0";"0";
"именитый";"0";"0";"0";
"именной";"0,333333333333333";"0,471404520791032";"0";
"имеретинский";"0";"0";"0";
"имидж";"0,166666666666667";"0,372677996249965";"0";
"иммигрант";"0";"0";"0";
"иммиграционный";"0";"0";"0";
"иммиграция";"0";"0";"0";
"иммунитет";"0,555555555555556";"0,684934889218775";"1";
"императорский";"0,555555555555556";"0,955813918560292";"1";
"империалистический";"-0,222222222222222";"0,628539361054709";"0";
"империя";"0";"0";"0";
"имперский";"0,333333333333333";"0,471404520791032";"0";
"импонировать";"1";"0";"1";
"импорт";"0";"0";"0";
"импортировать";"0";"0";"0";
"импортный";"0";"0";"0";
"импульс";"0,333333333333333";"0,471404520791032";"0";
"импульсивный";"-0,222222222222222";"0,916245694581702";"0";
"имущество";"0";"0";"0";
"имя";"0";"0";"0";
"инаугурация";"0";"0";"0";
"инвалид";"-0,666666666666667";"0,471404520791032";"-1";
"инвалидность";"-1,33333333333333";"0,942809041582063";"-1";
"инвестировать";"0";"0";"0";
"инвестиционный";"0";"0";"0";
"инвестиция";"-0,333333333333333";"0,471404520791032";"0";
"инвестор";"0";"0";"0";
"ингуш";"0";"0";"0";
"ингушетия";"-0,111111111111111";"0,314269680527354";"0";
"индексация";"0,333333333333333";"0,471404520791032";"0";
"индивидуальный";"0";"0";"0";
"индикатор";"0";"0";"0";
"индифферентный";"-0,666666666666667";"0,942809041582063";"-1";
"индонезийский";"0";"0";"0";
"индонезия";"0";"0";"0";
"индульгенция";"0,666666666666667";"1,24721912892465";"1";
"индустриализация";"0,333333333333333";"0,471404520791032";"0";
"индустриальный";"0";"0";"0";
"индустрия";"0";"0";"0";
"инженер";"0";"0";"0";
"инженерный";"0";"0";"0";
"инициатива";"0,25";"0,433012701892219";"0";
"инициативный";"0,333333333333333";"0,471404520791032";"0";
"инициировать";"0";"0";"0";
"инновационный";"1";"0,816496580927726";"1";
"инновация";"0";"0";"0";
"иномарка";"0";"0";"0";
"инопланетный";"0";"0";"0";
"инородец";"-0,666666666666667";"0,471404520791032";"-1";
"иностранец";"-0,222222222222222";"0,628539361054709";"0";
"иностранный";"0";"0";"0";
"инстинктивный";"-0,111111111111111";"0,566557723732532";"0";
"институт";"0";"0";"0";
"инструмент";"0";"0";"0";
"инсульт";"-1,33333333333333";"0,471404520791032";"-1";
"интеграционный";"0,222222222222222";"0,415739709641549";"0";
"интеграция";"0,666666666666667";"0,471404520791032";"1";
"интегрировать";"0";"0";"0";
"интегрироваться";"0,166666666666667";"0,372677996249965";"0";
"интеллект";"0,333333333333333";"0,471404520791032";"0";
"интеллектуал";"0,666666666666667";"0,471404520791032";"1";
"интеллектуальный";"1";"0,707106781186548";"1";
"интеллигент";"0";"0,816496580927726";"0";
"интеллигентный";"1";"0,816496580927726";"1";
"интеллигентский";"-0,333333333333333";"0,471404520791032";"0";
"интеллигенция";"0,75";"0,82915619758885";"1";
"интенсивность";"0";"0";"0";
"интенсивный";"0,666666666666667";"0,471404520791032";"1";
"интервенция";"-0,666666666666667";"0,942809041582063";"-1";
"интерес";"0,333333333333333";"0,471404520791032";"0";
"интересный";"1,33333333333333";"0,471404520791032";"1";
"интересовать";"-0,333333333333333";"0,74535599249993";"0";
"интересоваться";"0";"0";"0";
"интернационал";"0";"0";"0";
"интернационалист";"0";"0";"0";
"интернациональный";"0";"0";"0";
"интернет";"0";"0";"0";
"интимный";"0";"0";"0";
"интонация";"0";"0";"0";
"интрига";"0";"0";"0";
"интриговать";"0";"0,707106781186548";"0";
"интуитивный";"0";"0";"0";
"инфантильный";"-1";"0,471404520791032";"-1";
"инфаркт";"-1,11111111111111";"0,737027731190089";"-1";
"инфекция";"-1,66666666666667";"0,471404520791032";"-2";
"инфернальный";"-0,666666666666667";"0,471404520791032";"-1";
"инфляция";"0";"0";"0";
"информационный";"0";"0";"0";
"информировать";"0,555555555555556";"0,684934889218775";"1";
"инфраструктура";"0";"0";"0";
"инфраструктурный";"0";"0";"0";
"инцест";"-1";"0,816496580927726";"-1";
"инцидент";"-1,11111111111111";"0,737027731190089";"-1";
"инъекция";"0";"0";"0";
"иордан";"0";"0";"0";
"иордания";"-0,111111111111111";"0,314269680527354";"0";
"ипотека";"0";"0";"0";
"ипотечный";"-0,4";"0,8";"0";
"ираклий";"0";"0";"0";
"иракский";"-0,555555555555556";"0,831479419283098";"-1";
"иран";"0";"0";"0";
"иранский";"0";"0";"0";
"ирена";"0";"0";"0";
"ири";"0";"0";"0";
"ирина";"0";"0";"0";
"иркутский";"0";"0";"0";
"ирландия";"0";"0";"0";
"иронический";"-0,333333333333333";"0,471404520791032";"0";
"ироничный";"0";"0,816496580927726";"0";
"искажать";"0";"0,816496580927726";"0";
"искажение";"-0,333333333333333";"0,471404520791032";"0";
"исключать";"-0,222222222222222";"0,415739709641549";"0";
"исключение";"0,333333333333333";"0,471404520791032";"0";
"исключительность";"0";"0,816496580927726";"0";
"исключительный";"0,333333333333333";"0,471404520791032";"0";
"исконный";"0,5";"0,5";"0";
"искренний";"1";"0,816496580927726";"1";
"искренность";"1,25";"0,433012701892219";"1";
"искусственный";"-0,333333333333333";"0,471404520791032";"0";
"искусство";"0,666666666666667";"0,471404520791032";"1";
"искушать";"-0,333333333333333";"0,471404520791032";"0";
"ислам";"-0,2";"0,4";"0";
"исламист";"-0,666666666666667";"0,471404520791032";"-1";
"исламистский";"-0,666666666666667";"0,471404520791032";"-1";
"исламский";"0";"0";"0";
"исландский";"0";"0";"0";
"испания";"0";"0";"0";
"испанский";"0";"0";"0";
"исповедовать";"0";"0,577350269189626";"0";
"исполком";"0";"0";"0";
"исполнение";"0,333333333333333";"0,471404520791032";"0";
"исполнительный";"0";"0";"0";
